job_title,location,company,salary
nouveauData analyst l MarTech AdTech l Paris l 35-45k€,Paris (75),Data Recrutement,45480.0
DATA ANALYST (IT),Charenton-le-Pont (94),Oceane consulting,76747.5
Consultant Data Scientist pour une start-up IA disruptive,Paris (75),Data Recrutement,62535.0
nouveauData Analyst,Paris (75),Harnham,59692.5
DATA ANALYST,Paris (75),Urban Linker,54007.5
Data Miner,Paris (75),Data Recrutement,51165.0
Data Analyst,Paris (75),Inetum Capital Market,59692.5
Data Analyst – Success story reconnue,Paris (75),Konekt,54007.5
Data Analyst,Paris (75),Data Recrutement,59692.5
nouveauData Scientist H/F,Levallois-Perret (92),Michael Page FR,68220.0
Data Scientist - Docteur F/H,Paris (75),Harnham,54007.5
MARKETING DATA ANALYST/SCIENTIST,Paris (75),Harnham,56850.0
Senior Data Scientist NLP,Paris (75),Data Recrutement,68220.0
Data Analyst – LA marketplace référente en France,Paris 10e (75),Konekt,59692.5
Data Science / ML Engineer,Paris (75),Data Recrutement,62535.0
Chargé.e d’analyse et d’expertise / Data Engineer / Data Sci...,Saint-Maurice (94),Santé Publique France,51165.0
Data Analyst (H/F),Paris (75),Les Nouveaux Héritiers,48322.5
Data Analyst Junior - CRM - SAS/SQL,Paris (75),Sept Lieues,43774.5
DATA SCIENTIST/ENGINEER,Paris (75),Harnham,62535.0
International Data Analyst,Paris (75),Data Recrutement,56850.0
Business Analyst Data,Paris (75),Softeam,73905.0
Data Analyst confirmé (h/f),Paris (75)•Télétravail,Data Recrutement,59692.5
nouveauPremier Data Analyst (F/M/N),Paris (75),Data Recrutement,56850.0
Data Analyst,Paris (75),Sept Lieues,56850.0
Data Scientist H/F,Montigny-le-Bretonneux (78),Expleo,43206.0
nouveauLead Data Scientist,Paris (75),Harnham,88117.5
DATA SCIENTIST (H/F),Paris 2e (75),mycommunIT,73905.0
Data Analyst - Product Team,Paris (75),Data Recrutement,53439.0
ANALYSTE FONCTIONNEL DATA NOMENCLATURE (PARIS-TOURS),Paris (75),CNAV,56850.0
Lead Data Scientist Senior F/H,Paris (75),Kent FR,70494.0
Product Owner – Plateforme Data Analytics - H/F,Paris (75),UNLCK,62535.0
Senior Data Scientist/Analyst,Paris (75),Harnham,56850.0
nouveauData analyst l Pure player e-commerce l Paris l 50-60k€,Paris (75),Data Recrutement,62535.0
nouveauData Analyst Power BI (H/F) (IT),Paris (75),HR-TEAM,82432.5
Data Analyst - Business Team,Paris (75),Data Recrutement,53439.0
nouveauHead of Data Science (Full Remote),Paris (75)•Télétravail,Harnham,99487.5
Data Scientist confirmé(e),Paris (75),Data Recrutement,65377.5
HR Data Analyste - C&B H/F,Paris (75),Michael Page FR,62535.0
nouveauSenior Data Analyst (H/F),Paris (75),Fed IT,62535.0
Consultant.e Data Analyst (IT),Paris (75),Symbioz Technology,48322.5
Data Analyst pour une startup innovante dans le big data et...,Paris (75),Data Recrutement,51165.0
Data Scientist Senior,Paris (75),Data Recrutement,76747.5
Senior Data Analyst h/f,Paris (75),Data Recrutement,65377.5
Data Scientist Senior (équipe big data et IA),Paris (75),Data Recrutement,62535.0
Lead Data Scientist,Paris (75),Data Recrutement,73905.0
nouveauData Analyst - Médias/Audiovisuel (H/F),Bry-sur-Marne (94),Les Nouveaux Héritiers,43774.5
Data Analyst Tech/BI - Full Remote possible,Paris (75)•Télétravail,Sept Lieues,85275.0
Marketing Data Analyst Senior,Paris (75),Data Recrutement,79590.0
Data Analyst Leader Franchise Optique et Audio H/F,Paris (75),Michael Page FR,68220.0
Data Analyst - Power BI H/F,Levallois-Perret (92),Michael Page FR,68220.0
Data analyst senior (H/F),Paris (75),Data Recrutement,85275.0
Lead Data Science,Paris (75),Data Recrutement,85275.0
Projet From Scratch | Développeur Fullstack .Net Core – Reac...,Courbevoie (92),WAKE IT UP,62535.0
Data Science Manager,Paris (75),Data Recrutement,88117.5
Data Analyst Pharmaceutique H/F,Neuilly-sur-Seine (92),Michael Page FR,51165.0
Director Data Analytics and Business Insights (H/F),Paris (75),Data Recrutement,139282.5
Chef de projet SIRH / HRIS Project Manager / HR Data Analyst...,Nanterre (92),VINCI Concessions,43774.5
"Manager Data Scientist (10 managés, équipe Big Data et IA)",Paris (75),Data Recrutement,96645.0
Directeur d'agence (H/F) – Société tech spécialisée dans les...,Paris (75),Uptoo,79590.0
Data Scientist H/F,Paris 9e (75),K-ciopé,54576.0
DATA SCIENTIST KPOSDS2 F/H,Courbevoie (92),Kaisens Data,48891.0
nouveauData Scientist H/F,Paris (75),DSI GROUP,48891.0
Data Scientist (H/F),Paris 8e (75),Circular,69495.714
Data Scientist H/F,Paris (75),MPData,47754.0
Data Analyst,Paris (75)•Télétravail,Pandascore,48322.5
nouveauData Scientist Jeune Docteur,Ivry-sur-Seine (94)•Télétravail,AFTERDATA,51165.0
Data Scientist H/F,Boulogne-Billancourt (92)•Télétravail temporaire,MP DATA,48891.0
Data Scientist H/F,Paris 8e (75),NEXFLOW,34110.0
nouveauData Analyst H/F,Paris 13e (75)•Télétravail temporaire,SHAPE IT,46048.5
Data Analyst H/F,Paris 7e (75),NOT SO DARK,51165.0
nouveauData Analyst (F/H) - CDI - Paris,Paris (75)•Télétravail temporaire,Wifirst,45480.0
Data Analyst H/F,Paris 14e (75),CHRONOFRESH,42637.5
DATA SCIENTIST - Confirmé(e) (H/F),Paris 1er (75),EVA Group,51165.0
Data Analyst H/F,Paris 9e (75),Clostera,54007.5
nouveauRisk Data Analyst,Paris 8e (75)•Télétravail temporaire,National Bank of Kuwait France SA,71062.5
nouveauChargé.e d’analyse et d’expertise/Data Engineer/Data Scienti...,Saint-Maurice (94)•Télétravail temporaire,Santé publique France,51165.0
DATA ANALYST - Confirmé(e) (H/F),Paris 1er (75),EVA Group,51165.0
Data Analyst H/F,Paris 17e (75),Business Intellect,56850.0
nouveauData Analyst E-commerce & Retail (H/F),Paris 9e (75),AUDILO,42637.5
Data Analyst (H/F - RQTH),Paris (75),Activus Group,51165.0
Consultant(e) Innovation Informatique/Data Science,Paris 16e (75),79216106900044,48322.5
Data Analyst (H/F),Paris (75),Apside,62535.0
Data Scientist R&D (PhD) | Optimisation stochastique |...,Paris 8e (75)•Télétravail temporaire,Octopus IT,54007.5
Data Scientist F/H,Courbevoie (92),Ginko,56850.0
Data Analyst F/H,Suresnes (92),Free Starter,51165.0
Data Scientist H/F KPOSDS2,Courbevoie (92),Kaisens Data,48891.0
nouveauData Analyst H/F,Paris 16e (75),Talysio,59692.5
nouveauData Scientist H/F,Boulogne-Billancourt (92),Lobster communication,42637.5
nouveauConsultant Data Analytics,Paris (75),PeopleFine,54576.0
Data Analyst H/F Marketing,Rueil-Malmaison (92),LSA Courtage,34110.0
Docteur Data science KDOCDS3,Courbevoie (92),Kaisens Data,47185.5
nouveauData analyst expérimenté (H/F),Levallois-Perret (92),CACIIS,55144.5
nouveauTeam Leader Data Analyse (H/F),Paris (75),L'olivier Assurance,47754.0
Data Analyst Power BI et BO (H/F),Paris 1er (75),Apside,56850.0
Data Scientist - German Speaking,Paris (75),Dataworks,59692.5
Senior Data Scientist- French Tech 120,Paris (75),UNLCK,62535.0
Data Analyst,Paris (75),digiRocks,55144.5
nouveauSenior Data Analyst,Paris (75),Jobgether,68220.0
nouveauData Analyst - Médias/Audiovisuel - Intérim - 12 mois (H/F),Bry-sur-Marne (94),LES NOUVEAUX HERITIERS,43774.5
Consultant data analytics expérimenté(e),Paris (75)•Télétravail,The Information Lab,65377.5
nouveauData Engineer (IT),Paris (75),Datapy Group,59692.5
nouveauSoftware and data engineer (IT),Paris (75),Diji,44911.5
DATA ENGINEER (IT),Paris (75),SKILLWISE,48322.5
Data Engineer F/H,La Défense (92),VINCI Concessions,67651.5
nouveauData Engineer,Paris (75),Data Recrutement,68220.0
Data Engineer Junior (H/F),Paris (75),Data Recrutement,48322.5
Data engineer (IT),Paris (75),AdHoc Consult,31836.0
nouveauData engineer l Pure player e-commerce l Paris l 55 - 65k€,Paris (75),Data Recrutement,68220.0
| DATA ENGINEER | FINTECH | (H/F) |,Paris (75),Urban Linker,88117.5
DATA ENGINEER TALEND ESB SENIOR,Vincennes (94),Synaltic,56850.0
Data Engineer l Open Data l 40-65K€,Paris (75),Data Recrutement,59692.5
Data Engineer Talend ESB (H/F),Vincennes (94),mycommunIT,59692.5
DATA ENGINEER KAFKA,Vincennes (94),Synaltic,51165.0
Machine Learning Engineer I Fintech - IA I 40 - 50 K€,Paris (75),Data Recrutement,51165.0
Data engineer – LA marketplace référente en France,Paris 10e (75),Konekt,59692.5
Data/ML Engineer,Paris (75),Data Recrutement,62535.0
Senior Data Engineer,Paris (75),Data Recrutement,73905.0
Chief Data Engineer,Paris (75),Sept Lieues,62535.0
DATA ENGINEER (H/F),Paris 2e (75),mycommunIT,65377.5
Data Engineer H/F,Montigny-le-Bretonneux (78),Expleo,48891.0
R&D Engineer Computer Vision,Paris (75),Data Recrutement,62535.0
DATA ENGINEER CRAFTMAN,Paris (75),Urban Linker,73905.0
Data Engineer confirmé (H/F),Bezons (95),Atos,59692.5
Data Engineer Confirmé(e),Paris (75),Data Recrutement,61398.0
Data Engineer - Full remote possible,Paris (75)•Télétravail,Sept Lieues,56850.0
Data Engineer - GCP,Paris (75),Data Recrutement,59692.5
Data Scientist,Paris (75),Data Recrutement,59692.5
nouveauDéveloppeur (euse) Python l MarTech AdTech l Paris l 45-60k€,Paris (75),Data Recrutement,59692.5
Senior back end engineer Data flow,Paris (75),Data Recrutement,76747.5
nouveauSoftware Engineer (F/H),Paris (75),Data Recrutement,62535.0
Data Engineer BI,Paris (75),Data Recrutement,68220.0
QA Engineer H/F – Performance énergétique,Boulogne-Billancourt (92),Konekt,65377.5
Lead Data Engineer (h/f),Paris (75),Data Recrutement,85275.0
nouveauCyber Security Engineer (H/F),Rueil-Malmaison (92),Upskills,90960.0
nouveauChef de projet (IT),Charenton-le-Pont (94),Oceane consulting,56850.0
Software Engineer senior F/H,Nanterre (92),AddixWare,38658.0
QA Engineer H/F,Paris (75),Data Recrutement,62535.0
Data Engineer Senior,Paris (75),Data Recrutement,73905.0
LEAD DATA ENGINEER - REMOTE,Paris (75)•Télétravail,Harnham,102330.0
Data Analyst (H/F),Paris (75),Data Recrutement,62535.0
Data Engineer sénior – plateforme de recrutement,Paris (75),Konekt,85275.0
DATA ENGINEER DANS UNE ENTREPRISE SPÉCIALISÉE DANS LE TRANSP...,Paris (75),Urban Linker,65377.5
SENIOR Data engineer (IT),Paris (75),1G-LINK CONSULTING,48322.5
Senior Deep Learning Engineer,Paris (75),Data Recrutement,79590.0
DEVOPS ENGINEER JUNIOR,Paris (75),Harnham,48322.5
nouveauTech Lead Data Engineering (IT),Paris (75),Datapy Group,73905.0
Backend & Data Engineer,Paris (75),Data Recrutement,59692.5
SOFTWARE ENGINEER,Paris (75),Urban Linker,56850.0
SOFTWARE ENGINEER H/F MEDTECH,Paris (75),Urban Linker,65377.5
Frontend Developer,Paris (75),Data Recrutement,79590.0
nouveauLead Frontend Developer (H/F),Paris (75)•Télétravail,Data Recrutement,65377.5
Développeur Fullstack Java Spring Boot-vuejs - Fintech - H/F,Paris (75),WAKE IT UP,62535.0
DATA ENGINEER (F/H) | SAAS,Paris (75),Urban Linker,76747.5
Solutions engineer pour une startup Big Data,Paris (75),Data Recrutement,62535.0
Développeur(se) Full stack (H/F),Paris (75),Data Recrutement,55144.5
SOFTWARE ENGINEER - FULL REMOTE,Paris (75)•Télétravail,Harnham,62535.0
BI Engineer (H/F),Paris (75),Data Recrutement,51165.0
CONSULTANT TALEND,Vincennes (94),Synaltic,38658.0
Développeur(se) Backend (H/F),Paris (75),Data Recrutement,55144.5
Data engineer – Client final spécialisé dans le domaine des...,Paris (75),Silkhom,48322.5
IT Project Manager (H/F),Paris (75),Data Recrutement,71062.5
Data engineer pour un grand groupe d'assurance (confirmé/sén...,Paris (75),Data Recrutement,119385.0
SENIOR DATA ENGINEER (H/F),Paris (75),Urban Linker,71062.5
DATA ENGINEER - AZURE,Paris (75),Harnham,59692.5
Développeur Python,Paris (75),Harnham,56850.0
SOFTWARE/DATA ENGINEER | RETAIL,Paris (75),Urban Linker,68220.0
nouveauQA Automaticien H/F,Paris (75),Data Recrutement,71062.5
Data Engineer - Senior +5exp - Full remote possible,Paris (75)•Télétravail,Sept Lieues,65377.5
Développeur Frontend,Paris (75)•Télétravail,Data Recrutement,62535.0
Développeur frontend pour une startup Big Data - 60/70 k€,Paris (75),Data Recrutement,73905.0
Développeur.se Frontend (H/F),Paris (75)•Télétravail,Data Recrutement,85275.0
Dev Front-end,Paris (75),Data Recrutement,68220.0
iOS Engineer,Issy-les-Moulineaux (92),Sept Lieues,62535.0
Data Science Manager,Paris (75),Data Recrutement,82432.5
Lead Data Engineer – Etoile montante French Tech,Paris (75),Konekt,59692.5
Développeur frontend junior chez un logiciel SaaS internatio...,Paris (75),Data Recrutement,59692.5
Développeur Android pour une Fintech,Paris (75)•Télétravail,Data Recrutement,65377.5
nouveauLead Dev Front-end,Paris (75),Data Recrutement,62535.0
DATA ARCHITECT,Paris (75),Harnham,85275.0
Fullstack ReactJS & RoR,Paris (75),Data Recrutement,62535.0
Sénior Data Engineer – Expert lean management,Paris (75),Konekt,73905.0
DEVOPS ENGINEER - FULL REMOTE,Paris (75)•Télétravail,Harnham,65377.5
BACKEND ENGINEER - IA PRODUCT,Paris (75),Harnham,71062.5
Développeur Flutter,Paris (75)•Télétravail,Data Recrutement,65377.5
Développeur.se Fullstack (H/F),Paris (75)•Télétravail,Data Recrutement,99487.5
Lead data engineer pour une plateforme d'écoute de musique,Paris (75),Data Recrutement,93234.0
Lead Frontend Developer (F/H),Paris (75),Data Recrutement,73905.0
nouveauCTO (H/F) pour rejoindre une Fintech reconnue dans le monde...,Paris (75),Data Recrutement,79590.0
Machine Learning Team Lead,Paris (75),Data Recrutement,90960.0
Backend Developer (H/F),Paris (75),Data Recrutement,71062.5
Data engineer pour une solution Saas dans la Fintech l Paris,Paris (75),Data Recrutement,59692.5
nouveauLead DevOps (H/F),Paris (75),Data Recrutement,79590.0
DEVOPS ENGINEER - SANTE,Paris (75),Harnham,59692.5
Python Developer,Paris (75),Data Recrutement,59692.5
Senior Frontend Developer (F/H),Paris (75),Data Recrutement,68220.0
[Full remote] Principal Front-end engineer pour rejoindre un...,Paris (75)•Télétravail,Data Recrutement,102330.0
Développeur.se Web / Mobile (H/F),Paris (75),Data Recrutement,59692.5
nieuwData Scientist,Utrecht,Search X Recruitment,62535.0
Senior Data Scientist,Amsterdam,Harnham,73905.0
Data Scientist,Amsterdam,Harnham,72199.5
"PhD position in Plant Development, Genomics and Evolution",Utrecht,Universiteit Utrecht,33332.292
PhD position in climate dynamics and earth system modelling,Utrecht,Universiteit Utrecht,42596.568
Senior Data Scientist Consultant,Amsterdam,Harnham,73905.0
DevOps Engineer,Amsterdam,Quin,96645.0
Business Analist / Data Scientist,Hoofddorp,Holland Casino,78111.9
nieuwPhD position in Plant Development and Molecular Biology,Utrecht,Universiteit Utrecht,33332.292
junior developer opsporingsapplicaties - Team High Tech Crim...,Driebergen-Rijsenburg,Politie,47037.69
Data Engineer,Utrecht,Rabobank,58089.33
data engineer,Woerden,Politie,51765.336
Data Analist Personalisatie & Segmentatie,Diemen,Randstad Groep Nederland,62080.2
Data Engineer,Amsterdam,Harnham,56850.0
Senior Data Scientist,Amsterdam,Fitch Data,73677.6
nieuwDigital Business Consultant,Utrecht,a.s.r.,54576.0
Data Analist A-merken,Amsterdam West,Finest People,51165.0
Senior Data Scientist,Noord-Holland,Visser & Van Baars,81295.5
Senior Data Engineer,Amsterdam,Harnham,73905.0
nieuwData Scientist Realtime Data,Amersfoort•Thuiswerken,Java Professionals Recruitment Consultants,88686.0
Data Scientist - Applied Analytics,Utrecht,Valcon,57987.0
Lead Data Scientist,Utrecht,VodafoneZiggo,87253.38
Data Scientist,IJsselstein,Centric,57987.0
Data Scientist Lead,Leiden,Harnham,82432.5
Front-end Developer (soon to be Full Stack),Amsterdam,Search X Recruitment,71062.5
Data engineer,Utrecht,belastingdienst,70116.516
Machine Learning specialist!,Bunschoten,StarApple,45707.4
Lead Business Analyst Logistics,Utrecht,Bol.com,78453.0
Data Scientist / Python Developer,Baarn,Orange Peak Company,49800.6
Data Science & Analytics Lead,Utrecht,VisionBI,71631.0
Senior Product Owner Data Science (Operations),Zaandam,albert-heijn,97213.5
Data Science Engineer,Zoetermeer,Ortec,76276.782
Business Analyst Platform Assortment Price Insights,Utrecht,Bol.com,39226.5
Research Associate - Protein Sample Management (Yacht Life S...,Utrecht,Yacht,40249.8
Technisch Web Analist A-merken,Amsterdam West,Finest People,56850.0
Data Analist,Soest,Yacht,51165.0
Frontend developer FIOD,Amsterdam,belastingdienst,70116.516
Frontend developer,Utrecht,Withthegrid,62080.2
.NET Developer,Duivendrecht,StarApple,62762.4
BI Consultant,Badhoevedorp+1 plaats,Centric,55940.4
Data Engineer,Zeist,StarApple,61398.0
Front End Developer,Utrecht,Mingle Sports Technologies,68220.0
Product Owner Data Science (Operations),Zaandam,albert-heijn,81295.5
Data scientist,Gouda,Luba,49459.5
nieuwData Scientist,Amsterdam,"Schiphol - Amsterdam, Netherlands (paid RELOCATION...",68220.0
Data Scientist,Amsterdam•Tijdelijk thuiswerken,Nulab inc,68220.0
NLP Data Scientist,Amsterdam,DAS,69216.012
Senior Data Scientist,Amsterdam•Tijdelijk thuiswerken,Dynatek International,76747.5
Data Scientist,Amsterdam Zuid,BridgeFund,75042.0
Data Scientist,Amsterdam•Tijdelijk thuiswerken,Stars and Stories,73336.5
Data Analyst (Network & Resource Planning),Schiphol,Transavia,48511.242
Data Scientist,Utrecht,One Arrow,68220.0
Data Scientist,Utrecht,Isatis Business Solutions,75042.0
Lead Data Engineer bij Transavia,Schiphol,Transavia,66992.04
nieuwE-mail marketeer Campercontact,Soesterberg•Tijdelijk thuiswerken,Campercontact,46389.6
Clinical Study Project Manager,Amsterdam,Sanome,65377.5
Senior Big Data Engineer,Amstelveen,Darwin Recruitment,79590.0
Data Engineer,Utrecht,StudiJob Uitzendbureau,68220.0
Front end developer,Amsterdam,StarApple,64809.0
Marketing Specialist,Woerden,RINQ,34110.0
Data Analyst,Amsterdam,Walters People,49118.4
Junior Data Analyst Hoofddorp,Schiphol,Projob,40932.0
Business Analyst - Subscription service,Amsterdam•Thuiswerken,Scribbr,47754.0
nieuwData analist,Hilversum,NPO,56117.772
Data-analist,Maarssen,Gemeente Stichtse Vecht,61316.136
Credit Analyst,Amsterdam,Walters People,47754.0
Data Analyst Partner Analytics,Utrecht,Bol.com,57304.8
Data Analyst,Utrecht,IDH the sustainable trade initiative,45707.4
Web Data Analyst,Utrecht,Bol.com,51165.0
nieuwData Engineer senior,Amsterdam,Gemeente Amsterdam,70525.836
Business analist IT & Data,Amsterdam,De Nederlandsche Bank,64126.8
Junior Commercial Analyst,Utrecht,Bol.com,46048.5
Data analist Gemeente Amsterdam,Amsterdam,Grafton,94143.6
Lead Data Analyst,Amsterdam,Harnham,91528.5
nieuwSecurity Analyst (Incident Response),Amsterdam•Thuiswerken,Darwin Recruitment,71062.5
Data Information Analyst,Utrecht,VodafoneZiggo,65177.388
nieuwApplicatiebeheerder,Katwoude,Henri Willig Groep B.V.,50817.078
Datamanagement specialist,Amsterdam,AFM,75042.0
Software tester | Muziekindustrie,Amsterdam•Thuiswerken,Layer,79590.0
nieuwWeb Analyst,Amsterdam+1 plaats,Harnham,62535.0
Database Ontwikkelaar,Amsterdam,Eigen Haard,55640.232
Finance Analyst,Amsterdam,CBRE,59692.5
Paid Search Lead,Amsterdam•Thuiswerken,Upraw Media,61398.0
Data Analyst – Platform P&L management,Utrecht,Bol.com,64809.0
Business Solution Engineer,Amsterdam,APG,98550.612
Data Analist,Amsterdam,Search X Recruitment,76747.5
Data Engineer,Amsterdam,Search X Recruitment,96645.0
business intelligence analist,Amsterdam,Politie,51765.336
Junior Data Analist,Amsterdam,Welten,43660.8
nieuwfinancieel analist,Alkmaar,HVC,64965.906
Business Analyst,Amsterdam•Tijdelijk thuiswerken,Nobel Recruitment,45480.0
Business Analyst Orderflow,Utrecht,Bol.com,60715.8
Reporting & Data Analist,Utrecht,De Volksbank,49698.270000000004
HR reporting analyst,Utrecht,UMC Utrecht,64222.308
nieuwData Analytics & Insights Expert,Utrecht,Bol.com,64809.0
Data Analyst Sales and Customer Services,Utrecht,Rabobank,61534.44
Traineeship Actuarieel rekenaar,Amsterdam Oost+1 plaats,House of Bèta,37193.544
DATA-ANALIST,Schiphol,Zelfstandige Adviseurs,40932.0
Senior Lab Technician Microbiology,Amsterdam,Prothya Biosolutions,34792.2
data-analist,Rotterdam,Politie,47037.69
nieuwBusiness Architect EDL en Data & Factory Services,Utrecht•Thuiswerken,Rabobank,89566.038
nieuwPromotions Excellence Analyst,Utrecht,Bol.com,60374.7
Product Manager Fintech,Amsterdam,GCS Recruitment Specialists Ltd,88117.5
nieuwSenior Database Analyst / PO (VZ00972),Utrecht,VodafoneZiggo,65177.388
Senior Commercial Analist,Utrecht,Bol.com,56281.5
Market Data Management Analist,Amsterdam,APG,58600.98
nieuwBUSINESS ANALIST,Alkmaar,SnelStart,62625.96
DATA ENGINEER,Amsterdam•Thuiswerken,Harnham,85275.0
Data Analist Personalisatie & Segmentatie,Diemen,Tempo-Team,62080.2
Data Quality Specialist,Utrecht,VodafoneZiggo,56349.72
Marketing Database Analyst,Utrecht,VodafoneZiggo,56349.72
Informatie Analist,Utrecht,Rabobank,65034.126000000004
Data Analist Zorginkoop,Zeist,Zilveren Kruis,55749.384
Senior Data Analist Handhaving,Sloterdijk,UWV,67674.24
E-commerce Data Analist,Amsterdam West,Finest People,73905.0
nieuwData analist,Amsterdam Centrum,Start People Amsterdam,40932.0
KYC Analist Klantoffboarding B,Utrecht,Rabobank,46246.338
Informatie Analist,Nieuwegein,ICT Group,51165.0
Senior Data Analist Handhaving,Sloterdijk,UWV Human Resources,67674.24
"Business Analyst Retail Innovations (jr, mr, sr)",Utrecht,Bol.com,54576.0
Marketing Analist,Harderwijk,ANWB,51574.32
Data Analist Service Tooling Innovatie,Utrecht,Bol.com,49800.6
Financial Plant Analyst,Amsterdam,Robert Half Netherlands,68220.0
nieuwTraineeship Data Science,Utrecht,House of Bèta,54460.026
Data Analist,Utrecht,a.s.r.,61398.0
IT Traineeship: Data Analist,Amsterdam,Createment,34110.0
nieuwCredit Risk Business Analyst,Amsterdam Centrum,Experis iSense,57987.0
Acorn: Innovation Business Analist,Utrecht,Rabobank,53996.13
Functioneel Beheerder Handhaving,Sloterdijk,UWV Human Resources,45461.808
Functioneel Beheerder Handhaving,Sloterdijk,UWV,45461.808
Medior Data Analist Digital,Zaandam,albert-heijn,65946.0
Data Analist Credit Risk,Utrecht,Rabobank,62448.588
Forecaster KYC,Utrecht,Rabobank,62441.766
Business Analist,Utrecht,Rabobank,62448.588
Junior Promotions Excellence Analyst,Utrecht,Bol.com,46730.7
Web Analyst and CRO Specialist,Amsterdam,Harnham,62535.0
Manager Business Analysis & Workforce Management,Amsterdam•Thuiswerken,Cygnific,74359.8
Senior Data Analist Online Offline Media,Amsterdam Oost,Finest People,45480.0
Chemisch Analist Chromatografie,Lelystad,Oxford Global Resources,33768.9
Content Producer,Utrecht,Digital Radicals,40932.0
Data analist Amsterdam,Amsterdam,Projob,40932.0
Data Analist,Nieuwegein,ICT Group,51165.0
Business Analist Maatschappelijke Impact SNS,Utrecht,De Volksbank,64317.816
Senior Data Scientist (Forecasting & Causal Inference),Zaandam,albert-heijn,81295.5
Informatie Analist Amersfoort,Amersfoort,Philadelphia,55176.336
Business Analist Partner Quality,Utrecht,Bol.com,43660.8
Data Analist Fraud & Risk,Utrecht,Bol.com,47754.0
SQL Data Engineer,Amsterdam,ValueMetrics,61398.0
nieuwData Management Coordinator,Amersfoort,Walters People,32745.6
nieuwData Analist,Amersfoort,Walters People,40932.0
Business Analist Regulatory,Amsterdam,APG,85547.88
business analist,Woerden,Politie,51765.336
Data analist Sociaal Domein,Mijdrecht,Gemeente De Ronde Venen,55230.912000000004
nieuwTraineeship IT zonder vooropleiding in IT,Utrecht,House of Bèta,37193.544
Senior Applicatiebeheerder Handhaving,Sloterdijk,UWV,69011.352
Web (SEO) analist,Utrecht,Kamer van Koophandel,74018.7
Senior Specialist Klantoffboarding KYC,Utrecht,Rabobank,53989.308
Technician Analytische Chemie,Amsterdam,Checkmark Labrecruitment,32745.6
Python Backend Developer,Amsterdam,Darwin Recruitment,82432.5
Data Analist,Amstelveen,Kunneman & Vandenbroek Recruitment Solutions,53439.0
Data Analist Media,Amsterdam West,Finest People,68220.0
CRM informatieanalist,Utrecht,Kamer van Koophandel,82246.032
Junior Business Analist,Amsterdam,Welten,52051.86
Marketing Data Analist Opleiding.nl,Hilversum•Tijdelijk thuiswerken,NCOI Groep,47071.8
Account Executive EMEA,Amsterdam,Nobel Recruitment,68220.0
Business Intelligence Analyst,Hoofddorp,Undutchables,54576.0
Business Intelligence Consultant,Utrecht,The Human Network,95508.0
BI Specialist,Amsterdam,Harnham,78642.879
Senior Applicatiebeheerder Handhaving,Sloterdijk,UWV Human Resources,69011.352
Junior Data analist,Soest•Thuiswerken,Kunneman & Vandenbroek Recruitment Solutions,51165.0
IT Trainee,Amsterdam-Zuidoost,YoungCapital,37521.0
Business Analyst - Data Insights,Utrecht,Valcon,57987.0
Data Analist E-commerce,Amsterdam West,Finest People,56850.0
nieuwFull Stack developer,Diemen•Thuiswerken,Randstad Groep Nederland,85275.0
nieuwFull Stack developer,Diemen•Thuiswerken,Tempo-Team,85275.0
Business Developer Platform VvB,Utrecht,Bol.com,78453.0
Microsoft Business Intelligence Specialist,Utrecht,The Human Network,95508.0
Business Analist,Houten•Thuiswerken,ONVZ,66923.82
IT Solution Architect Data services,Utrecht,Kamer van Koophandel,85957.2
nieuwTraineeship Business Analist (Pensioenen),Utrecht,Talent&Pro,51083.136
Web Analist,Amsterdam Noord,Finest People,68220.0
Junior CDD analist,Diemen•Thuiswerken,Yacht,42296.4
Business Analist,Utrecht,Energie Data Services Nederland,66459.924
Business IT Consultant DataWarehouse,Utrecht,a.s.r.,62080.2
Senior Data Engineer AWS,Diemen•Thuiswerken,Tempo-Team,99487.5
Traineeship Business Analist,Vianen,Sogeti,47071.8
Senior Data Analist Fraud & Risk,Utrecht,Bol.com,62762.4
E-commerce Data Analist B2B Retailer,Amsterdam Oost,Finest People,51165.0
Marketing data analist BLG Wonen,Utrecht,De Volksbank,64317.816
IT Solution Architect informatie producten,Utrecht,Kamer van Koophandel,85957.2
Junior Business Analist,Utrecht,Yacht,34792.2
FINANCE BUSINESS ANALYST,Amstelveen,Vijzelaar.com,54007.5
Data Kwaliteit Analist (KYC/CDD),Amsterdam Centrum,Yacht,42296.4
Data Analyst - Data Governance,Utrecht,Valcon,57987.0
Senior Data Engineer AWS,Diemen•Thuiswerken,Randstad Groep Nederland,99487.5
Business Analist Finance,Utrecht,Bol.com,60033.6
DATA ANALIST,Alkmaar,SnelStart,62625.96
CRO Specialist & Analyst,Utrecht,VodafoneZiggo,56349.72
nieuwTraineeship Actuarieel Rekenaar,Utrecht,Talent&Pro,54275.832
Cyber Security Analist,Vianen,Sogeti,61398.0
Applicatiebeheerder Uithoorn,De Kwakel,Projob,68220.0
Web Analist Automotive,Amsterdam,Finest People,56850.0
BI Analyst,Zeist,StarApple,61398.0
Business Analist Zorg,Utrecht,a.s.r.,61398.0
Web Analist E-commerce Platform,Amsterdam Centrum,Finest People,56850.0
Finance & Data analist,Utrecht,Q-logic,40249.8
Technisch Web Analist,Amsterdam Zuid,Finest People,68220.0
nieuwBusiness Analyst,Amersfoort,Search X Recruitment,68220.0
